date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:01:00	62120/62120	---M--	200	added ('OK')	image/jpeg	etag:%22611a6306-14cde%22	https://demos.creative-tim.com/material-dashboard-pro-bs4/assets/img/faces/avatar.jpg	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/assets/img/faces/avatar.jpg	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:00	41806/41806	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:01	19742/19742	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/pages/pricing.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/pages/pricing.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:01	45738/45738	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/pages/rtl.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/pages/rtl.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:01	34659/34659	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/pages/timeline.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/pages/timeline.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:02	19376/19376	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/pages/login.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/pages/login.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:02	20350/20350	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/pages/register.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/pages/register.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:02	18333/18333	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/pages/lock.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/pages/lock.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:03	34541/34541	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/pages/user.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/pages/user.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:03	18683/18683	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/pages/error.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/pages/error.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:03	43786/43786	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/components/buttons.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/components/buttons.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:04	39334/39334	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/components/grid.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/components/grid.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:04	43274/43274	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/components/panels.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/components/panels.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:04	34345/34345	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/components/sweet-alert.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/components/sweet-alert.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:04	41123/41123	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/components/notifications.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/components/notifications.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:05	32543/32543	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/components/icons.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/components/icons.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:05	34841/34841	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/components/typography.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/components/typography.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:05	40833/40833	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/forms/regular.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/forms/regular.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:06	39629/39629	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/forms/extended.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/forms/extended.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:06	38839/38839	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/forms/validation.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/forms/validation.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:06	36910/36910	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/forms/wizard.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/forms/wizard.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:07	35384/35384	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/tables/regular.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/tables/regular.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:07	40584/40584	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/tables/extended.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/tables/extended.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:07	51683/51683	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/tables/datatables.net.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/tables/datatables.net.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:08	32598/32598	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/maps/google.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/maps/google.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:08	31008/31008	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/maps/fullscreen.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/maps/fullscreen.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:08	32050/32050	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/maps/vector.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/maps/vector.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:09	43015/43015	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/widgets.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/widgets.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:09	34543/34543	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/charts.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/charts.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:09	31947/31947	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2013:07:18%20GMT	https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/calendar.html	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/examples/calendar.html	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:10	543/543	---M--	200	added ('OK')	image/png	etag:%22611a6306-cee%22	https://demos.creative-tim.com/material-dashboard-pro-bs4/assets/img/flags/US.png	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/assets/img/flags/US.png	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:10	419/419	---M--	200	added ('OK')	image/png	etag:%22611a6306-c25%22	https://demos.creative-tim.com/material-dashboard-pro-bs4/assets/img/flags/DE.png	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/assets/img/flags/DE.png	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:10	702/702	---M--	200	added ('OK')	image/png	etag:%22611a6306-da0%22	https://demos.creative-tim.com/material-dashboard-pro-bs4/assets/img/flags/AU.png	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/assets/img/flags/AU.png	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:11	816/816	---M--	200	added ('OK')	image/png	etag:%22611a6306-dd7%22	https://demos.creative-tim.com/material-dashboard-pro-bs4/assets/img/flags/GB.png	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/assets/img/flags/GB.png	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:11	593/593	---M--	200	added ('OK')	image/png	etag:%22611a6306-ce2%22	https://demos.creative-tim.com/material-dashboard-pro-bs4/assets/img/flags/RO.png	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/assets/img/flags/RO.png	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:11	841/841	---M--	200	added ('OK')	image/png	etag:%22611a6306-e0a%22	https://demos.creative-tim.com/material-dashboard-pro-bs4/assets/img/flags/BR.png	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/assets/img/flags/BR.png	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:12	220624/220624	---M--	200	added ('OK')	image/jpeg	etag:%22611a6306-3d4f5%22	https://demos.creative-tim.com/material-dashboard-pro-bs4/assets/img/card-2.jpg	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/assets/img/card-2.jpg	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:12	104041/104041	---M--	200	added ('OK')	image/jpeg	etag:%22611a6306-1e40d%22	https://demos.creative-tim.com/material-dashboard-pro-bs4/assets/img/card-3.jpg	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/assets/img/card-3.jpg	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:12	203780/203780	---M--	200	added ('OK')	image/jpeg	etag:%22611a6306-3906f%22	https://demos.creative-tim.com/material-dashboard-pro-bs4/assets/img/card-1.jpg	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/assets/img/card-1.jpg	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:13	359290/359290	---M--	200	added ('OK')	image/jpeg	etag:%22611a6306-5ffa1%22	https://demos.creative-tim.com/material-dashboard-pro-bs4/assets/img/sidebar-2.jpg	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/assets/img/sidebar-2.jpg	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:13	347564/347564	---M--	200	added ('OK')	image/jpeg	etag:%22611a6306-5c300%22	https://demos.creative-tim.com/material-dashboard-pro-bs4/assets/img/sidebar-3.jpg	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/assets/img/sidebar-3.jpg	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:13	352518/352518	---M--	200	added ('OK')	image/jpeg	etag:%22611a6306-5e5a0%22	https://demos.creative-tim.com/material-dashboard-pro-bs4/assets/img/sidebar-4.jpg	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/assets/img/sidebar-4.jpg	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:14	145741/145741	---M-Z	200	added ('OK')	application/javascript	etag:W/%22611a6306-2394d%22	https://demos.creative-tim.com/material-dashboard-pro-bs4/assets/js/core/jquery.min.js	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/assets/js/core/jquery.min.js	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:14	33477/33477	---M-Z	200	added ('OK')	application/javascript	etag:W/%22611a6306-82c5%22	https://demos.creative-tim.com/material-dashboard-pro-bs4/assets/js/core/popper.min.js	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/assets/js/core/popper.min.js	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:14	76652/76652	---M-Z	200	added ('OK')	application/javascript	etag:W/%22611a6306-12b6c%22	https://demos.creative-tim.com/material-dashboard-pro-bs4/assets/js/core/bootstrap-material-design.min.js	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/assets/js/core/bootstrap-material-design.min.js	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:15	19461/19461	---M-Z	200	added ('OK')	application/javascript	etag:W/%22611a6306-4c05%22	https://demos.creative-tim.com/material-dashboard-pro-bs4/assets/js/plugins/perfect-scrollbar.min.js	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/assets/js/plugins/perfect-scrollbar.min.js	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:15	58687/58687	---M-Z	200	added ('OK')	application/javascript	etag:W/%22611a6306-e53f%22	https://demos.creative-tim.com/material-dashboard-pro-bs4/assets/js/plugins/moment.min.js	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/assets/js/plugins/moment.min.js	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:15	59797/59797	---MCZ	200	added ('OK')	application/javascript	etag:W/%22611a6306-14036%22	https://demos.creative-tim.com/material-dashboard-pro-bs4/assets/js/plugins/sweetalert2.js	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/assets/js/plugins/sweetalert2.js	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:16	21090/21090	---M-Z	200	added ('OK')	application/javascript	etag:W/%22611a6306-5262%22	https://demos.creative-tim.com/material-dashboard-pro-bs4/assets/js/plugins/jquery.validate.min.js	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/assets/js/plugins/jquery.validate.min.js	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:16	9471/9471	---MCZ	200	added ('OK')	application/javascript	etag:W/%22611a6306-3902%22	https://demos.creative-tim.com/material-dashboard-pro-bs4/assets/js/plugins/jquery.bootstrap-wizard.js	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/assets/js/plugins/jquery.bootstrap-wizard.js	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:16	60979/60979	---MCZ	200	added ('OK')	application/javascript	etag:W/%22611a6306-17346%22	https://demos.creative-tim.com/material-dashboard-pro-bs4/assets/js/plugins/bootstrap-selectpicker.js	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/assets/js/plugins/bootstrap-selectpicker.js	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:17	40248/40248	---M-Z	200	added ('OK')	application/javascript	etag:W/%22611a6306-9d38%22	https://demos.creative-tim.com/material-dashboard-pro-bs4/assets/js/plugins/bootstrap-datetimepicker.min.js	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/assets/js/plugins/bootstrap-datetimepicker.min.js	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
17:01:17	2183500/2183500	---M-Z	200	added ('OK')	application/javascript	etag:W/%22611a6306-21514c%22	https://demos.creative-tim.com/material-dashboard-pro-bs4/assets/js/plugins/jquery.dataTables.min.js	C:/My%20Web%20Sites/NewSite/demos.creative-tim.com/material-dashboard-pro-bs4/assets/js/plugins/jquery.dataTables.min.js	(from https://demos.creative-tim.com/material-dashboard-pro-bs4/examples/dashboard.html?_ga=2.4979763.1219911099.1722338951-95903036.1722338951)
